repeat,sample,opt_obj,upper_bound,lower_bound,total_iterations,exact_iterations,inexact_iterations,total_time,total_time_master,total_time_subproblem_exact,total_time_subproblem_pdl,investments
1,37,17425794.496298473,17425794.496298477,17425794.496298477,112,112,0,2.375060558319092,1.4189791679382324,0.9560813903808594,0,"[40.0, 1.0, 180.0, 2609.0, 40.0, 274.0]"
1,38,16807415.41401359,16807415.41401358,16807415.41401358,97,97,0,1.7233788967132568,0.8908154964447021,0.8325634002685547,0,"[58.0, -0.0, 167.0, 2831.0, 34.0, 243.0]"
1,39,16443770.232125802,16443770.2321258,16443770.2321258,107,107,0,2.2790822982788086,1.3600413799285889,0.9190409183502197,0,"[37.0, -0.0, 177.0, 2281.0, 40.0, 192.0]"
1,40,17520408.084075555,17520408.084075544,17520408.084075548,97,97,0,1.794508695602417,0.9443540573120117,0.8501546382904053,0,"[44.0, 3.0, 161.0, 2543.0, 40.0, 176.0]"
1,41,16038164.235844241,16038164.23584424,16038164.23584424,88,88,0,1.6882193088531494,0.9121694564819336,0.7760498523712158,0,"[43.0, -0.0, 158.0, 2780.0, 36.0, 191.0]"
1,42,14657922.124324346,14657922.12432435,14657922.124324348,84,84,0,1.650728702545166,0.9063096046447754,0.7444190979003906,0,"[-0.0, -0.0, 169.0, 2192.0, 34.0, 267.0]"
1,43,16028475.667349039,16028475.667349033,16028475.66734904,102,102,0,1.9477322101593018,1.06980299949646,0.8779292106628418,0,"[46.0, -0.0, 158.0, 2218.0, 36.0, 80.0]"
1,44,15802623.180114852,15802623.180114854,15802623.180114854,94,94,0,1.7490909099578857,0.9191586971282959,0.8299322128295898,0,"[57.0, -0.0, 163.0, 2181.0, 34.0, 75.0]"
1,45,17310338.56754962,17310338.5675496,17310338.5675496,99,99,0,1.9068372249603271,1.039198875427246,0.867638349533081,0,"[69.0, -0.0, 159.0, 2481.0, 33.0, 126.0]"
1,46,15817802.19130886,15817802.191308865,15817802.191308863,96,96,0,2.1095032691955566,1.2637803554534912,0.8457229137420654,0,"[46.0, -0.0, 168.0, 2342.0, 34.0, 129.0]"
1,47,20052211.00257899,20052211.002579004,20052211.002579004,80,80,0,1.6194171905517578,0.936234712600708,0.6831824779510498,0,"[69.0, -0.0, 190.0, 3023.0, 39.0, 16.0]"
1,48,17677233.065249786,17677233.065249793,17677233.065249793,104,104,0,2.342967987060547,1.445326805114746,0.8976411819458008,0,"[49.0, 2.0, 188.0, 2502.0, 38.0, 199.0]"
1,49,17709224.99598109,17709224.995981105,17709224.995981105,86,86,0,1.8405563831329346,1.0877869129180908,0.7527694702148438,0,"[60.0, -0.0, 181.0, 2806.0, 38.0, 110.0]"
1,50,18443384.380119644,18443384.38011965,18443384.38011965,98,98,0,2.0505361557006836,1.190479040145874,0.8600571155548096,0,"[61.0, -0.0, 177.0, 2514.0, 39.0, 78.0]"
1,51,21217155.030631553,21217155.030631542,21217155.030631542,79,79,0,1.0961999893188477,0.41523122787475586,0.6809687614440918,0,"[60.0, -0.0, 179.0, 3693.0, 41.0, 61.0]"
1,52,19283761.242272943,19283761.242272936,19283761.242272936,82,82,0,1.5541749000549316,0.8300304412841797,0.724144458770752,0,"[68.0, -0.0, 192.0, 2606.0, 40.0, 3.0]"
1,53,20061173.857876804,20061173.857876807,20061173.857876807,88,88,0,1.929964542388916,1.1799440383911133,0.7500205039978027,0,"[75.0, 1.0, 193.0, 2747.0, 40.0, 157.0]"
1,54,20557555.07703166,20557555.077031642,20557555.077031646,95,95,0,1.8658528327941895,1.0435869693756104,0.8222658634185791,0,"[75.0, 1.0, 207.0, 2402.0, 42.0, -0.0]"
1,55,22223956.22668862,22223956.22668863,22223956.226688627,65,65,0,1.0982928276062012,0.5538201332092285,0.5444726943969727,0,"[84.0, 10.0, 205.0, 2091.0, 44.0, -0.0]"
1,56,22869762.527997322,22869762.527997352,22869762.52799735,83,83,0,1.992009162902832,1.2899448871612549,0.7020642757415771,0,"[57.0, 5.0, 227.0, 2096.0, 45.0, 24.0]"
1,57,29005885.51427178,29005885.51427179,29005885.514271792,46,46,0,0.674365758895874,0.2986564636230469,0.37570929527282715,0,"[83.0, -0.0, 242.0, -0.0, 55.0, 9.0]"
1,58,28138677.498737667,28138677.498737667,28138677.498737663,51,51,0,0.7588768005371094,0.3206326961517334,0.438244104385376,0,"[94.0, 2.0, 230.0, -0.0, 53.0, -0.0]"
